pickup_location,drop_location,AverageDistance
"Williamsburg (South Side), Boro Zone, Brooklyn","Mott Haven/Port Morris, Boro Zone, Bronx",9.105
"Williamsburg (South Side), Boro Zone, Brooklyn","Mount Hope, Boro Zone, Bronx",15.87
"Williamsburg (South Side), Boro Zone, Brooklyn","Murray Hill, Yellow Zone, Manhattan",4.89725
"Williamsburg (South Side), Boro Zone, Brooklyn","New Dorp/Midland Beach, Boro Zone, Staten Island",17.2
"Williamsburg (South Side), Boro Zone, Brooklyn","North Corona, Boro Zone, Queens",7.5
"Williamsburg (South Side), Boro Zone, Brooklyn","Ocean Hill, Boro Zone, Brooklyn",3.381923077
"Williamsburg (South Side), Boro Zone, Brooklyn","Old Astoria, Boro Zone, Queens",7.779444444
"Williamsburg (South Side), Boro Zone, Brooklyn","Ozone Park, Boro Zone, Queens",11.34
"Williamsburg (South Side), Boro Zone, Brooklyn","Park Slope, Boro Zone, Brooklyn",5.096071429
"Williamsburg (South Side), Boro Zone, Brooklyn","Parkchester, Boro Zone, Bronx",14.11
"Williamsburg (South Side), Boro Zone, Brooklyn","Pelham Parkway, Boro Zone, Bronx",16.394
"Williamsburg (South Side), Boro Zone, Brooklyn","Penn Station/Madison Sq West, Yellow Zone, Manhattan",5.02
"Williamsburg (South Side), Boro Zone, Brooklyn","Prospect-Lefferts Gardens, Boro Zone, Brooklyn",3.539
"Williamsburg (South Side), Boro Zone, Brooklyn","Prospect Heights, Boro Zone, Brooklyn",3.462608696
"Williamsburg (South Side), Boro Zone, Brooklyn","Prospect Park, Boro Zone, Brooklyn",4.522
"Williamsburg (South Side), Boro Zone, Brooklyn","Queens Village, Boro Zone, Queens",9.3
"Williamsburg (South Side), Boro Zone, Brooklyn","Queensboro Hill, Boro Zone, Queens",13.2925
"Williamsburg (South Side), Boro Zone, Brooklyn","Queensbridge/Ravenswood, Boro Zone, Queens",3.928
"Williamsburg (South Side), Boro Zone, Brooklyn","Red Hook, Boro Zone, Brooklyn",5.362
"Williamsburg (South Side), Boro Zone, Brooklyn","Rego Park, Boro Zone, Queens",6.73
"Williamsburg (South Side), Boro Zone, Brooklyn","Richmond Hill, Boro Zone, Queens",3.467777778
"Williamsburg (South Side), Boro Zone, Brooklyn","Ridgewood, Boro Zone, Queens",3.227727273
"Williamsburg (South Side), Boro Zone, Brooklyn","Riverdale/North Riverdale/Fieldston, Boro Zone, Bronx",14.544
"Williamsburg (South Side), Boro Zone, Brooklyn","Rossville/Woodrow, Boro Zone, Staten Island",25.79
"Williamsburg (South Side), Boro Zone, Brooklyn","Saint Albans, Boro Zone, Queens",15.9125
"Williamsburg (South Side), Boro Zone, Brooklyn","Schuylerville/Edgewater Park, Boro Zone, Bronx",11.5925
"Williamsburg (South Side), Boro Zone, Brooklyn","Seaport, Yellow Zone, Manhattan",2.582727273
"Williamsburg (South Side), Boro Zone, Brooklyn","Sheepshead Bay, Boro Zone, Brooklyn",12.12
"Williamsburg (South Side), Boro Zone, Brooklyn","SoHo, Yellow Zone, Manhattan",3.189047619
"Williamsburg (South Side), Boro Zone, Brooklyn","Soundview/Bruckner, Boro Zone, Bronx",0
"Williamsburg (South Side), Boro Zone, Brooklyn","Soundview/Castle Hill, Boro Zone, Bronx",13.23
"Williamsburg (South Side), Boro Zone, Brooklyn","South Ozone Park, Boro Zone, Queens",15.00625
"Williamsburg (South Side), Boro Zone, Brooklyn","South Williamsburg, Boro Zone, Brooklyn",1.035764706
"Williamsburg (South Side), Boro Zone, Brooklyn","Springfield Gardens North, Boro Zone, Queens",14.02
"Williamsburg (South Side), Boro Zone, Brooklyn","Spuyten Duyvil/Kingsbridge, Boro Zone, Bronx",17.47
"Williamsburg (South Side), Boro Zone, Brooklyn","Stapleton, Boro Zone, Staten Island",15.51
"Williamsburg (South Side), Boro Zone, Brooklyn","Starrett City, Boro Zone, Brooklyn",7.515
"Williamsburg (South Side), Boro Zone, Brooklyn","Steinway, Boro Zone, Queens",7.73
"Williamsburg (South Side), Boro Zone, Brooklyn","Stuy Town/Peter Cooper Village, Yellow Zone, Manhattan",3.300588235
"Williamsburg (South Side), Boro Zone, Brooklyn","Stuyvesant Heights, Boro Zone, Brooklyn",2.624148936
"Williamsburg (South Side), Boro Zone, Brooklyn","Sunnyside, Boro Zone, Queens",3.662972973
"Williamsburg (South Side), Boro Zone, Brooklyn","Sunset Park East, Boro Zone, Brooklyn",8.435714286
"Williamsburg (South Side), Boro Zone, Brooklyn","Sunset Park West, Boro Zone, Brooklyn",7.524545455
"Williamsburg (South Side), Boro Zone, Brooklyn","Sutton Place/Turtle Bay North, Yellow Zone, Manhattan",5.347894737
"Williamsburg (South Side), Boro Zone, Brooklyn","Times Sq/Theatre District, Yellow Zone, Manhattan",7.1775
"Williamsburg (South Side), Boro Zone, Brooklyn","TriBeCa/Civic Center, Yellow Zone, Manhattan",4.001764706
"Williamsburg (South Side), Boro Zone, Brooklyn","Two Bridges/Seward Park, Yellow Zone, Manhattan",2.313650794
"Williamsburg (South Side), Boro Zone, Brooklyn","UN/Turtle Bay South, Yellow Zone, Manhattan",5.618571429
"Williamsburg (South Side), Boro Zone, Brooklyn","Union Sq, Yellow Zone, Manhattan",4.154583333
"Williamsburg (South Side), Boro Zone, Brooklyn","University Heights/Morris Heights, Boro Zone, Bronx",7.535
"Williamsburg (South Side), Boro Zone, Brooklyn","Upper East Side North, Yellow Zone, Manhattan",7.755
"Williamsburg (South Side), Boro Zone, Brooklyn","Upper East Side South, Yellow Zone, Manhattan",6.111176471
"Williamsburg (South Side), Boro Zone, Brooklyn","Upper West Side North, Yellow Zone, Manhattan",9.39
"Williamsburg (South Side), Boro Zone, Brooklyn","Upper West Side South, Yellow Zone, Manhattan",8.508571429
"Williamsburg (South Side), Boro Zone, Brooklyn","Van Cortlandt Village, Boro Zone, Bronx",16.83
"Williamsburg (South Side), Boro Zone, Brooklyn","Washington Heights North, Boro Zone, Manhattan",15.76357143
"Williamsburg (South Side), Boro Zone, Brooklyn","Washington Heights South, Boro Zone, Manhattan",13.63333333
"Williamsburg (South Side), Boro Zone, Brooklyn","West Chelsea/Hudson Yards, Yellow Zone, Manhattan",6.048947368
"Williamsburg (South Side), Boro Zone, Brooklyn","West Concourse, Boro Zone, Bronx",13.87
"Williamsburg (South Side), Boro Zone, Brooklyn","West Farms/Bronx River, Boro Zone, Bronx",15.39
"Williamsburg (South Side), Boro Zone, Brooklyn","West Village, Yellow Zone, Manhattan",3.967777778
"Williamsburg (South Side), Boro Zone, Brooklyn","Whitestone, Boro Zone, Queens",15.9
"Williamsburg (South Side), Boro Zone, Brooklyn","Williamsbridge/Olinville, Boro Zone, Bronx",17.66333333
"Williamsburg (South Side), Boro Zone, Brooklyn","Williamsburg (North Side), Boro Zone, Brooklyn",0.827551724
"Williamsburg (South Side), Boro Zone, Brooklyn","Williamsburg (South Side), Boro Zone, Brooklyn",0.821212121
"Williamsburg (South Side), Boro Zone, Brooklyn","Windsor Terrace, Boro Zone, Brooklyn",5.943333333
"Williamsburg (South Side), Boro Zone, Brooklyn","Woodhaven, Boro Zone, Queens",7.949230769
"Williamsburg (South Side), Boro Zone, Brooklyn","Woodside, Boro Zone, Queens",6.168
"Williamsburg (South Side), Boro Zone, Brooklyn","World Trade Center, Yellow Zone, Manhattan",5.727777778
"Williamsburg (South Side), Boro Zone, Brooklyn","Yorkville East, Yellow Zone, Manhattan",7.411428571
"Williamsburg (South Side), Boro Zone, Brooklyn","Yorkville West, Yellow Zone, Manhattan",7.331071429
"Windsor Terrace, Boro Zone, Brooklyn","Allerton/Pelham Gardens, Boro Zone, Bronx",23.42
"Windsor Terrace, Boro Zone, Brooklyn","Alphabet City, Yellow Zone, Manhattan",7.5
"Windsor Terrace, Boro Zone, Brooklyn","Baisley Park, Boro Zone, Queens",17.01666667
"Windsor Terrace, Boro Zone, Brooklyn","Bath Beach, Boro Zone, Brooklyn",10.84
"Windsor Terrace, Boro Zone, Brooklyn","Battery Park City, Yellow Zone, Manhattan",5.865
"Windsor Terrace, Boro Zone, Brooklyn","Bay Ridge, Boro Zone, Brooklyn",5.0625
"Windsor Terrace, Boro Zone, Brooklyn","Bayside, Boro Zone, Queens",20.02
"Windsor Terrace, Boro Zone, Brooklyn","Bedford, Boro Zone, Brooklyn",4.245384615
"Windsor Terrace, Boro Zone, Brooklyn","Bensonhurst East, Boro Zone, Brooklyn",3.946
"Windsor Terrace, Boro Zone, Brooklyn","Bensonhurst West, Boro Zone, Brooklyn",4.385
"Windsor Terrace, Boro Zone, Brooklyn","Boerum Hill, Boro Zone, Brooklyn",2.950769231
"Windsor Terrace, Boro Zone, Brooklyn","Borough Park, Boro Zone, Brooklyn",2.334705882
"Windsor Terrace, Boro Zone, Brooklyn","Briarwood/Jamaica Hills, Boro Zone, Queens",14.865
"Windsor Terrace, Boro Zone, Brooklyn","Brighton Beach, Boro Zone, Brooklyn",5.666666667
"Windsor Terrace, Boro Zone, Brooklyn","Brooklyn Heights, Boro Zone, Brooklyn",3.509615385
"Windsor Terrace, Boro Zone, Brooklyn","Brooklyn Navy Yard, Boro Zone, Brooklyn",5.083333333
"Windsor Terrace, Boro Zone, Brooklyn","Brownsville, Boro Zone, Brooklyn",5.032222222
"Windsor Terrace, Boro Zone, Brooklyn","Bushwick South, Boro Zone, Brooklyn",6.215
"Windsor Terrace, Boro Zone, Brooklyn","Cambria Heights, Boro Zone, Queens",14.77
"Windsor Terrace, Boro Zone, Brooklyn","Canarsie, Boro Zone, Brooklyn",4.861111111
"Windsor Terrace, Boro Zone, Brooklyn","Carroll Gardens, Boro Zone, Brooklyn",2.434
"Windsor Terrace, Boro Zone, Brooklyn","Central Harlem, Boro Zone, Manhattan",14.105
"Windsor Terrace, Boro Zone, Brooklyn","Central Harlem North, Boro Zone, Manhattan",15.235
"Windsor Terrace, Boro Zone, Brooklyn","Chinatown, Yellow Zone, Manhattan",5.103333333
"Windsor Terrace, Boro Zone, Brooklyn","Clinton East, Yellow Zone, Manhattan",10.01714286
"Windsor Terrace, Boro Zone, Brooklyn","Clinton Hill, Boro Zone, Brooklyn",3.8
"Windsor Terrace, Boro Zone, Brooklyn","Clinton West, Yellow Zone, Manhattan",9.5525
"Windsor Terrace, Boro Zone, Brooklyn","Cobble Hill, Boro Zone, Brooklyn",2.52
"Windsor Terrace, Boro Zone, Brooklyn","Columbia Street, Boro Zone, Brooklyn",2.09
"Windsor Terrace, Boro Zone, Brooklyn","Coney Island, Boro Zone, Brooklyn",5.323333333
"Windsor Terrace, Boro Zone, Brooklyn","Corona, Boro Zone, Queens",12.73
"Windsor Terrace, Boro Zone, Brooklyn","Crown Heights North, Boro Zone, Brooklyn",2.846363636
"Windsor Terrace, Boro Zone, Brooklyn","Crown Heights South, Boro Zone, Brooklyn",271.2288235
"Windsor Terrace, Boro Zone, Brooklyn","Cypress Hills, Boro Zone, Brooklyn",7.97
"Windsor Terrace, Boro Zone, Brooklyn","Downtown Brooklyn/MetroTech, Boro Zone, Brooklyn",3.682666667
"Windsor Terrace, Boro Zone, Brooklyn","DUMBO/Vinegar Hill, Boro Zone, Brooklyn",5.24
"Windsor Terrace, Boro Zone, Brooklyn","Dyker Heights, Boro Zone, Brooklyn",5.46
"Windsor Terrace, Boro Zone, Brooklyn","East Chelsea, Yellow Zone, Manhattan",8.382
"Windsor Terrace, Boro Zone, Brooklyn","East Flatbush/Farragut, Boro Zone, Brooklyn",2.642222222
"Windsor Terrace, Boro Zone, Brooklyn","East Flatbush/Remsen Village, Boro Zone, Brooklyn",2.23375
"Windsor Terrace, Boro Zone, Brooklyn","East Harlem North, Boro Zone, Manhattan",14.37333333
"Windsor Terrace, Boro Zone, Brooklyn","East Harlem South, Boro Zone, Manhattan",12.94727273
"Windsor Terrace, Boro Zone, Brooklyn","East New York, Boro Zone, Brooklyn",5.903333333
"Windsor Terrace, Boro Zone, Brooklyn","East New York/Pennsylvania Avenue, Boro Zone, Brooklyn",5.328333333
"Windsor Terrace, Boro Zone, Brooklyn","East Village, Yellow Zone, Manhattan",9.13
"Windsor Terrace, Boro Zone, Brooklyn","East Williamsburg, Boro Zone, Brooklyn",7.04
"Windsor Terrace, Boro Zone, Brooklyn","Erasmus, Boro Zone, Brooklyn",2.260909091
"Windsor Terrace, Boro Zone, Brooklyn","Far Rockaway, Boro Zone, Queens",0
"Windsor Terrace, Boro Zone, Brooklyn","Financial District North, Yellow Zone, Manhattan",5.67
"Windsor Terrace, Boro Zone, Brooklyn","Financial District South, Yellow Zone, Manhattan",4.32
"Windsor Terrace, Boro Zone, Brooklyn","Flatbush/Ditmas Park, Boro Zone, Brooklyn",1.671666667
"Windsor Terrace, Boro Zone, Brooklyn","Flatiron, Yellow Zone, Manhattan",8.39
"Windsor Terrace, Boro Zone, Brooklyn","Flatlands, Boro Zone, Brooklyn",4.072631579
"Windsor Terrace, Boro Zone, Brooklyn","Flushing, Boro Zone, Queens",17.68
"Windsor Terrace, Boro Zone, Brooklyn","Flushing Meadows-Corona Park, Boro Zone, Queens",16.245
"Windsor Terrace, Boro Zone, Brooklyn","Forest Hills, Boro Zone, Queens",15
"Windsor Terrace, Boro Zone, Brooklyn","Fort Greene, Boro Zone, Brooklyn",2.68030303
"Windsor Terrace, Boro Zone, Brooklyn","Garment District, Yellow Zone, Manhattan",8.22
"Windsor Terrace, Boro Zone, Brooklyn","Glen Oaks, Boro Zone, Queens",26.51
"Windsor Terrace, Boro Zone, Brooklyn","Gowanus, Boro Zone, Brooklyn",1.413421053
"Windsor Terrace, Boro Zone, Brooklyn","Gramercy, Yellow Zone, Manhattan",9.747142857
"Windsor Terrace, Boro Zone, Brooklyn","Gravesend, Boro Zone, Brooklyn",5.004375
"Windsor Terrace, Boro Zone, Brooklyn","Green-Wood Cemetery, Boro Zone, Brooklyn",1.095
"Windsor Terrace, Boro Zone, Brooklyn","Greenpoint, Boro Zone, Brooklyn",8.803333333
"Windsor Terrace, Boro Zone, Brooklyn","Greenwich Village North, Yellow Zone, Manhattan",6.816666667
"Windsor Terrace, Boro Zone, Brooklyn","Hammels/Arverne, Boro Zone, Queens",21.895
"Windsor Terrace, Boro Zone, Brooklyn","Highbridge, Boro Zone, Bronx",18.565
"Windsor Terrace, Boro Zone, Brooklyn","Highbridge Park, Boro Zone, Manhattan",17.42
"Windsor Terrace, Boro Zone, Brooklyn","Hillcrest/Pomonok, Boro Zone, Queens",17.71
"Windsor Terrace, Boro Zone, Brooklyn","Hollis, Boro Zone, Queens",20.41
"Windsor Terrace, Boro Zone, Brooklyn","Homecrest, Boro Zone, Brooklyn",4.3425
"Windsor Terrace, Boro Zone, Brooklyn","Hunts Point, Boro Zone, Bronx",20.13
"Windsor Terrace, Boro Zone, Brooklyn","Jackson Heights, Boro Zone, Queens",14.53
"Windsor Terrace, Boro Zone, Brooklyn","Jamaica Estates, Boro Zone, Queens",19.57
"Windsor Terrace, Boro Zone, Brooklyn","JFK Airport, Airports, Queens",16.3675
"Windsor Terrace, Boro Zone, Brooklyn","Kensington, Boro Zone, Brooklyn",1.1225
"Windsor Terrace, Boro Zone, Brooklyn","Kew Gardens, Boro Zone, Queens",16.73
"Windsor Terrace, Boro Zone, Brooklyn","Kips Bay, Yellow Zone, Manhattan",9.720833333
"Windsor Terrace, Boro Zone, Brooklyn","LaGuardia Airport, Airports, Queens",14.99
"Windsor Terrace, Boro Zone, Brooklyn","Lenox Hill East, Yellow Zone, Manhattan",11.50125
"Windsor Terrace, Boro Zone, Brooklyn","Lenox Hill West, Yellow Zone, Manhattan",11.71
"Windsor Terrace, Boro Zone, Brooklyn","Lincoln Square East, Yellow Zone, Manhattan",13.45
"Windsor Terrace, Boro Zone, Brooklyn","Lincoln Square West, Yellow Zone, Manhattan",10.48
"Windsor Terrace, Boro Zone, Brooklyn","Little Italy/NoLiTa, Yellow Zone, Manhattan",5.696
"Windsor Terrace, Boro Zone, Brooklyn","Lower East Side, Yellow Zone, Manhattan",6.734
"Windsor Terrace, Boro Zone, Brooklyn","Madison, Boro Zone, Brooklyn",4.421666667
"Windsor Terrace, Boro Zone, Brooklyn","Marine Park/Mill Basin, Boro Zone, Brooklyn",7.508
"Windsor Terrace, Boro Zone, Brooklyn","Meatpacking/West Village West, Yellow Zone, Manhattan",6.615
"Windsor Terrace, Boro Zone, Brooklyn","Melrose South, Boro Zone, Bronx",16.92
"Windsor Terrace, Boro Zone, Brooklyn","Midtown Center, Yellow Zone, Manhattan",10.37
"Windsor Terrace, Boro Zone, Brooklyn","Midtown East, Yellow Zone, Manhattan",10.4
"Windsor Terrace, Boro Zone, Brooklyn","Midtown South, Yellow Zone, Manhattan",10.07333333
"Windsor Terrace, Boro Zone, Brooklyn","Midwood, Boro Zone, Brooklyn",2.574
"Windsor Terrace, Boro Zone, Brooklyn","Morrisania/Melrose, Boro Zone, Bronx",16.67
"Windsor Terrace, Boro Zone, Brooklyn","Murray Hill, Yellow Zone, Manhattan",10.3725
"Windsor Terrace, Boro Zone, Brooklyn","Murray Hill-Queens, Boro Zone, Queens",18.54
"Windsor Terrace, Boro Zone, Brooklyn","Ocean Hill, Boro Zone, Brooklyn",4.91
"Windsor Terrace, Boro Zone, Brooklyn","Ocean Parkway South, Boro Zone, Brooklyn",3.29
"Windsor Terrace, Boro Zone, Brooklyn","Old Astoria, Boro Zone, Queens",0
"Windsor Terrace, Boro Zone, Brooklyn","Park Slope, Boro Zone, Brooklyn",1.510833333
"Windsor Terrace, Boro Zone, Brooklyn","Parkchester, Boro Zone, Bronx",0
"Windsor Terrace, Boro Zone, Brooklyn","Penn Station/Madison Sq West, Yellow Zone, Manhattan",8.23
"Windsor Terrace, Boro Zone, Brooklyn","Prospect-Lefferts Gardens, Boro Zone, Brooklyn",1.861333333
"Windsor Terrace, Boro Zone, Brooklyn","Prospect Heights, Boro Zone, Brooklyn",2.373333333
"Windsor Terrace, Boro Zone, Brooklyn","Prospect Park, Boro Zone, Brooklyn",1.185
"Windsor Terrace, Boro Zone, Brooklyn","Red Hook, Boro Zone, Brooklyn",2.3525
"Windsor Terrace, Boro Zone, Brooklyn","Ridgewood, Boro Zone, Queens",10.64
"Windsor Terrace, Boro Zone, Brooklyn","Rosedale, Boro Zone, Queens",14.67
"Windsor Terrace, Boro Zone, Brooklyn","Saint Albans, Boro Zone, Queens",15.66
"Windsor Terrace, Boro Zone, Brooklyn","Seaport, Yellow Zone, Manhattan",5.736
"Windsor Terrace, Boro Zone, Brooklyn","Sheepshead Bay, Boro Zone, Brooklyn",5.68
"Windsor Terrace, Boro Zone, Brooklyn","SoHo, Yellow Zone, Manhattan",7.13
"Windsor Terrace, Boro Zone, Brooklyn","Soundview/Bruckner, Boro Zone, Bronx",20.7
"Windsor Terrace, Boro Zone, Brooklyn","Soundview/Castle Hill, Boro Zone, Bronx",18.97
"Windsor Terrace, Boro Zone, Brooklyn","Springfield Gardens South, Boro Zone, Queens",19.61
"Windsor Terrace, Boro Zone, Brooklyn","Starrett City, Boro Zone, Brooklyn",6.744
"Windsor Terrace, Boro Zone, Brooklyn","Steinway, Boro Zone, Queens",11.86444444
"Windsor Terrace, Boro Zone, Brooklyn","Stuy Town/Peter Cooper Village, Yellow Zone, Manhattan",9.17
"Windsor Terrace, Boro Zone, Brooklyn","Stuyvesant Heights, Boro Zone, Brooklyn",4.986
"Windsor Terrace, Boro Zone, Brooklyn","Sunset Park East, Boro Zone, Brooklyn",3.1
"Windsor Terrace, Boro Zone, Brooklyn","Sunset Park West, Boro Zone, Brooklyn",2.484814815
"Windsor Terrace, Boro Zone, Brooklyn","Sutton Place/Turtle Bay North, Yellow Zone, Manhattan",10.874
"Windsor Terrace, Boro Zone, Brooklyn","TriBeCa/Civic Center, Yellow Zone, Manhattan",6.093333333
"Windsor Terrace, Boro Zone, Brooklyn","Two Bridges/Seward Park, Yellow Zone, Manhattan",8.073333333
"Windsor Terrace, Boro Zone, Brooklyn","UN/Turtle Bay South, Yellow Zone, Manhattan",10.37454545
"Windsor Terrace, Boro Zone, Brooklyn","Union Sq, Yellow Zone, Manhattan",7.764
"Windsor Terrace, Boro Zone, Brooklyn","Upper East Side North, Yellow Zone, Manhattan",11.85
"Windsor Terrace, Boro Zone, Brooklyn","Upper East Side South, Yellow Zone, Manhattan",12.26375
"Windsor Terrace, Boro Zone, Brooklyn","Upper West Side North, Yellow Zone, Manhattan",11.598
"Windsor Terrace, Boro Zone, Brooklyn","Upper West Side South, Yellow Zone, Manhattan",7.715
"Windsor Terrace, Boro Zone, Brooklyn","Washington Heights North, Boro Zone, Manhattan",18.0125
"Windsor Terrace, Boro Zone, Brooklyn","Washington Heights South, Boro Zone, Manhattan",17.216
"Windsor Terrace, Boro Zone, Brooklyn","West Chelsea/Hudson Yards, Yellow Zone, Manhattan",8.76
"Windsor Terrace, Boro Zone, Brooklyn","West Village, Yellow Zone, Manhattan",7.422
"Windsor Terrace, Boro Zone, Brooklyn","Williamsburg (North Side), Boro Zone, Brooklyn",8.175
"Windsor Terrace, Boro Zone, Brooklyn","Williamsburg (South Side), Boro Zone, Brooklyn",7.135
"Windsor Terrace, Boro Zone, Brooklyn","Windsor Terrace, Boro Zone, Brooklyn",0.720862069
"Windsor Terrace, Boro Zone, Brooklyn","Woodlawn/Wakefield, Boro Zone, Bronx",26.1
"Windsor Terrace, Boro Zone, Brooklyn","Woodside, Boro Zone, Queens",12.01
"Windsor Terrace, Boro Zone, Brooklyn","World Trade Center, Yellow Zone, Manhattan",4.795
"Windsor Terrace, Boro Zone, Brooklyn","Yorkville East, Yellow Zone, Manhattan",13.02
"Woodhaven, Boro Zone, Queens","Alphabet City, Yellow Zone, Manhattan",11.25
"Woodhaven, Boro Zone, Queens","Arden Heights, Boro Zone, Staten Island",29.64
"Woodhaven, Boro Zone, Queens","Astoria, Boro Zone, Queens",8.363333333
"Woodhaven, Boro Zone, Queens","Auburndale, Boro Zone, Queens",9.51
"Woodhaven, Boro Zone, Queens","Baisley Park, Boro Zone, Queens",4.082307692
"Woodhaven, Boro Zone, Queens","Bath Beach, Boro Zone, Brooklyn",16.71
"Woodhaven, Boro Zone, Queens","Battery Park City, Yellow Zone, Manhattan",11.672
"Woodhaven, Boro Zone, Queens","Bay Ridge, Boro Zone, Brooklyn",17.85555556
"Woodhaven, Boro Zone, Queens","Bayside, Boro Zone, Queens",12.7875
"Woodhaven, Boro Zone, Queens","Bedford, Boro Zone, Brooklyn",4.946363636
"Woodhaven, Boro Zone, Queens","Bellerose, Boro Zone, Queens",7.643333333
"Woodhaven, Boro Zone, Queens","Bensonhurst East, Boro Zone, Brooklyn",18.51
"Woodhaven, Boro Zone, Queens","Bensonhurst West, Boro Zone, Brooklyn",17.385
"Woodhaven, Boro Zone, Queens","Bloomfield/Emerson Hill, Boro Zone, Staten Island",27.30666667
"Woodhaven, Boro Zone, Queens","Boerum Hill, Boro Zone, Brooklyn",8.92
"Woodhaven, Boro Zone, Queens","Borough Park, Boro Zone, Brooklyn",22.13
"Woodhaven, Boro Zone, Queens","Briarwood/Jamaica Hills, Boro Zone, Queens",4.851818182
"Woodhaven, Boro Zone, Queens","Bronxdale, Boro Zone, Bronx",16.795
"Woodhaven, Boro Zone, Queens","Brooklyn Heights, Boro Zone, Brooklyn",6.7
"Woodhaven, Boro Zone, Queens","Brooklyn Navy Yard, Boro Zone, Brooklyn",8.92
"Woodhaven, Boro Zone, Queens","Brownsville, Boro Zone, Brooklyn",5.1625
"Woodhaven, Boro Zone, Queens","Bushwick North, Boro Zone, Brooklyn",4.3725
"Woodhaven, Boro Zone, Queens","Bushwick South, Boro Zone, Brooklyn",4.680909091
"Woodhaven, Boro Zone, Queens","Canarsie, Boro Zone, Brooklyn",4.808
"Woodhaven, Boro Zone, Queens","Central Harlem, Boro Zone, Manhattan",13.76875
"Woodhaven, Boro Zone, Queens","Central Park, Yellow Zone, Manhattan",11.8
"Woodhaven, Boro Zone, Queens","Chinatown, Yellow Zone, Manhattan",11.82
"Woodhaven, Boro Zone, Queens","Clinton East, Yellow Zone, Manhattan",9.951428571
"Woodhaven, Boro Zone, Queens","Clinton Hill, Boro Zone, Brooklyn",6.39
"Woodhaven, Boro Zone, Queens","Clinton West, Yellow Zone, Manhattan",13.42714286
"Woodhaven, Boro Zone, Queens","Co-Op City, Boro Zone, Bronx",17.13
"Woodhaven, Boro Zone, Queens","College Point, Boro Zone, Queens",9.652222222
"Woodhaven, Boro Zone, Queens","Coney Island, Boro Zone, Brooklyn",12.12333333
"Woodhaven, Boro Zone, Queens","Corona, Boro Zone, Queens",5.146666667
"Woodhaven, Boro Zone, Queens","Country Club, Boro Zone, Bronx",14.21
"Woodhaven, Boro Zone, Queens","Crotona Park East, Boro Zone, Bronx",15.92
"Woodhaven, Boro Zone, Queens","Crown Heights North, Boro Zone, Brooklyn",4.985769231
"Woodhaven, Boro Zone, Queens","Crown Heights South, Boro Zone, Brooklyn",2.783333333
"Woodhaven, Boro Zone, Queens","Cypress Hills, Boro Zone, Brooklyn",1.41
"Woodhaven, Boro Zone, Queens","Douglaston, Boro Zone, Queens",12.735
"Woodhaven, Boro Zone, Queens","Downtown Brooklyn/MetroTech, Boro Zone, Brooklyn",9.704
"Woodhaven, Boro Zone, Queens","Dyker Heights, Boro Zone, Brooklyn",16.225
"Woodhaven, Boro Zone, Queens","East Chelsea, Yellow Zone, Manhattan",10.03714286
"Woodhaven, Boro Zone, Queens","East Concourse/Concourse Village, Boro Zone, Bronx",17.14285714
"Woodhaven, Boro Zone, Queens","East Flatbush/Farragut, Boro Zone, Brooklyn",7.346153846
"Woodhaven, Boro Zone, Queens","East Flatbush/Remsen Village, Boro Zone, Brooklyn",5.99
"Woodhaven, Boro Zone, Queens","East Harlem North, Boro Zone, Manhattan",15.24444444
"Woodhaven, Boro Zone, Queens","East Harlem South, Boro Zone, Manhattan",15.32454545
"Woodhaven, Boro Zone, Queens","East New York, Boro Zone, Brooklyn",681.09
"Woodhaven, Boro Zone, Queens","East New York/Pennsylvania Avenue, Boro Zone, Brooklyn",3.66
"Woodhaven, Boro Zone, Queens","East Tremont, Boro Zone, Bronx",15.75
"Woodhaven, Boro Zone, Queens","East Village, Yellow Zone, Manhattan",11.44333333
"Woodhaven, Boro Zone, Queens","East Williamsburg, Boro Zone, Brooklyn",8.03
"Woodhaven, Boro Zone, Queens","Eastchester, Boro Zone, Bronx",17.31
"Woodhaven, Boro Zone, Queens","Elmhurst, Boro Zone, Queens",4.525744681
"Woodhaven, Boro Zone, Queens","Elmhurst/Maspeth, Boro Zone, Queens",5.735
"Woodhaven, Boro Zone, Queens","Erasmus, Boro Zone, Brooklyn",10.58333333
"Woodhaven, Boro Zone, Queens","Far Rockaway, Boro Zone, Queens",10.02111111
"Woodhaven, Boro Zone, Queens","Financial District North, Yellow Zone, Manhattan",6.07
"Woodhaven, Boro Zone, Queens","Financial District South, Yellow Zone, Manhattan",13.24285714
"Woodhaven, Boro Zone, Queens","Flatbush/Ditmas Park, Boro Zone, Brooklyn",10.10857143
"Woodhaven, Boro Zone, Queens","Flatiron, Yellow Zone, Manhattan",11.415
"Woodhaven, Boro Zone, Queens","Flatlands, Boro Zone, Brooklyn",10.23
"Woodhaven, Boro Zone, Queens","Flushing, Boro Zone, Queens",7.691111111
"Woodhaven, Boro Zone, Queens","Flushing Meadows-Corona Park, Boro Zone, Queens",5.13
"Woodhaven, Boro Zone, Queens","Forest Hills, Boro Zone, Queens",2.985090909
"Woodhaven, Boro Zone, Queens","Forest Park/Highland Park, Boro Zone, Queens",3.76125
"Woodhaven, Boro Zone, Queens","Fort Greene, Boro Zone, Brooklyn",7.677272727
"Woodhaven, Boro Zone, Queens","Fresh Meadows, Boro Zone, Queens",9.21
